monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,1,0,0,20250919,20251010,26
0,0,0,0,1,0,0,20250919,20251010,657
0,0,0,0,1,0,0,20250919,20251011,1032
0,0,0,0,1,0,0,20250926,20251003,228
0,0,0,0,1,0,0,20250926,20251005,958
0,0,0,0,1,0,0,20250926,20251010,279
0,0,0,0,1,0,0,20250926,20251010,584
0,0,0,0,1,0,0,20251003,20251010,669
0,0,0,0,1,0,1,20250914,20250919,1039
0,0,0,0,1,0,1,20250914,20250921,687
0,0,0,0,1,0,1,20250914,20250926,358
0,0,0,0,1,0,1,20250914,20251005,548
0,0,0,0,1,0,1,20250914,20251005,893
0,0,0,0,1,0,1,20250914,20251012,453
0,0,0,0,1,0,1,20250914,20251012,492
0,0,0,0,1,0,1,20250914,20251012,701
0,0,0,0,1,0,1,20250919,20250921,1040
0,0,0,0,1,0,1,20250919,20250926,319
0,0,0,0,1,0,1,20250919,20250928,1058
0,0,0,0,1,0,1,20250926,20250928,67
0,0,0,0,1,0,1,20250926,20251012,243
0,0,0,0,1,0,1,20250928,20251003,1065
0,0,0,0,1,0,1,20250928,20251003,113
0,0,0,0,1,0,1,20250928,20251003,342
0,0,0,0,1,0,1,20250928,20251003,695
0,0,0,0,1,0,1,20251003,20251005,620
0,0,0,0,1,0,1,20251005,20251010,1086
0,0,0,0,1,0,1,20251005,20251010,928
0,0,0,0,1,0,1,20251010,20251012,816
0,0,0,0,1,0,1,20251010,20251012,961
0,0,0,0,1,1,0,20250919,20250920,640
0,0,0,0,1,1,0,20250919,20250926,409
0,0,0,0,1,1,0,20250919,20251004,292
0,0,0,0,1,1,0,20250919,20251011,1014
0,0,0,0,1,1,0,20250926,20250927,507
0,0,0,0,1,1,0,20250926,20250928,837
0,0,0,0,1,1,0,20250926,20250929,917
0,0,0,0,1,1,0,20250926,20251011,1052
0,0,0,0,1,1,0,20250926,20251011,968
0,0,0,0,1,1,0,20250927,20251003,799
0,0,0,0,1,1,0,20250927,20251004,359
0,0,0,0,1,1,0,20250927,20251005,305
0,0,0,0,1,1,0,20251003,20251004,157
0,0,0,0,1,1,0,20251010,20251011,360
0,0,0,0,1,1,1,20250914,20250920,122
0,0,0,0,1,1,1,20250914,20250921,1002
0,0,0,0,1,1,1,20250914,20250926,80
0,0,0,0,1,1,1,20250914,20250927,175
0,0,0,0,1,1,1,20250914,20250928,801
0,0,0,0,1,1,1,20250914,20251012,511
0,0,0,0,1,1,1,20250914,20251012,565
0,0,0,0,1,1,1,20250914,20251012,756
0,0,0,0,1,1,1,20250914,20251012,935
0,0,0,0,1,1,1,20250919,20250921,101
0,0,0,0,1,1,1,20250926,20250928,634
0,0,0,0,1,1,1,20250926,20251003,775
0,0,0,0,1,1,1,20250926,20251012,255
0,0,0,0,1,1,1,20250926,20251012,668
0,0,0,0,1,1,1,20250926,20251012,723
0,0,0,0,1,1,1,20250927,20251003,856
0,0,0,0,1,1,1,20250927,20251005,42
0,0,0,0,1,1,1,20250928,20251005,242
0,0,0,0,1,1,1,20250928,20251005,513
0,0,0,0,1,1,1,20251003,20251005,378
0,0,0,0,1,1,1,20251004,20251012,167
0,0,0,0,1,1,1,20251005,20251012,339
0,0,0,0,1,1,1,20251010,20251012,427
0,0,0,1,0,0,0,20250918,20251009,919
0,0,0,1,0,0,0,20250924,20251002,221
0,0,0,1,0,0,1,20250914,20250918,632
0,0,0,1,0,0,1,20250926,20251002,176
0,0,0,1,0,0,1,20250928,20251002,239
0,0,0,1,0,1,0,20250918,20250920,611
0,0,0,1,0,1,0,20250925,20250927,736
0,0,0,1,0,1,0,20251002,20251004,523
0,0,0,1,0,1,0,20251002,20251004,672
0,0,0,1,0,1,0,20251002,20251011,802
0,0,0,1,0,1,0,20251009,20251011,813
0,0,0,1,1,0,0,20250918,20250919,914
0,0,0,1,1,0,0,20250919,20251002,500
0,0,0,1,1,0,0,20250925,20250926,753
0,0,0,1,1,0,0,20250925,20251010,585
0,0,0,1,1,0,0,20250926,20251002,602
0,0,0,1,1,0,0,20251002,20251003,290
0,0,0,1,1,0,0,20251009,20251010,1057
0,0,0,1,1,0,1,20250914,20250919,793
0,0,0,1,1,0,1,20250915,20250926,868
0,0,0,1,1,1,0,20250918,20250920,18
0,0,0,1,1,1,0,20250918,20250927,516
0,0,0,1,1,1,0,20250925,20250927,795
0,0,0,1,1,1,0,20250927,20251004,1060
0,0,0,1,1,1,0,20250927,20251004,631
0,0,0,1,1,1,0,20251002,20251004,598
0,0,0,1,1,1,0,20251003,20251011,806
0,0,0,1,1,1,0,20251009,20251011,807
0,0,0,1,1,1,1,20250914,20250923,293
0,0,0,1,1,1,1,20251002,20251005,797
0,0,0,1,1,1,1,20251009,20251012,223
0,0,1,0,0,0,1,20250914,20250917,484
0,0,1,0,0,0,1,20250924,20250928,1021
0,0,1,0,0,0,1,20250928,20251005,886
0,0,1,0,0,0,1,20251001,20251005,367
0,0,1,0,0,1,1,20250924,20250928,143
0,0,1,0,0,1,1,20251004,20251008,650
0,0,1,0,1,0,0,20250924,20250926,191
0,0,1,0,1,0,0,20251003,20251008,208
0,0,1,0,1,0,0,20251008,20251010,1004
0,0,1,0,1,1,0,20251008,20251011,765
0,0,1,1,0,0,0,20250917,20250918,186
0,0,1,1,0,0,0,20250917,20251001,641
0,0,1,1,0,0,0,20250924,20250925,840
0,0,1,1,0,0,0,20250925,20251003,425
0,0,1,1,0,0,0,20251001,20251002,999
0,0,1,1,0,0,0,20251008,20251009,920
0,0,1,1,0,0,1,20250926,20251006,63
0,0,1,1,0,0,1,20250927,20251006,1005
0,0,1,1,0,0,1,20251002,20251012,246
0,0,1,1,0,1,0,20250927,20251008,81
0,0,1,1,0,1,1,20250924,20251014,973
0,0,1,1,1,0,0,20250915,20250927,308
0,0,1,1,1,0,0,20250917,20250919,800
0,0,1,1,1,0,0,20250917,20250925,985
0,0,1,1,1,0,0,20250918,20250926,52
0,0,1,1,1,0,0,20250924,20250926,13
0,0,1,1,1,0,1,20250914,20250928,875
0,0,1,1,1,0,1,20250924,20250928,535
0,0,1,1,1,1,0,20250926,20251011,102
0,0,1,1,1,1,0,20251001,20251005,314
0,0,1,1,1,1,0,20251001,20251005,674
0,0,1,1,1,1,0,20251008,20251011,778
0,0,1,1,1,1,1,20250921,20250930,621
0,1,0,0,0,0,1,20250914,20250916,594
0,1,0,0,0,0,1,20251012,20251014,459
0,1,0,0,0,1,1,20250927,20250930,532
0,1,0,0,1,0,0,20250916,20250923,1020
0,1,0,0,1,0,0,20250919,20250923,225
0,1,0,0,1,0,0,20251007,20251010,120
0,1,0,1,0,0,0,20250916,20250918,216
0,1,0,1,0,0,0,20250916,20250918,902
0,1,0,1,0,0,0,20250925,20250930,1037
0,1,0,1,0,0,0,20250930,20251002,472
0,1,0,1,0,0,0,20251002,20251014,170
0,1,0,1,0,0,0,20251003,20251014,579
0,1,0,1,0,0,0,20251007,20251009,1062
0,1,0,1,1,0,0,20250916,20251002,402
0,1,0,1,1,0,0,20250916,20251014,941
0,1,0,1,1,0,0,20251007,20251010,24
0,1,0,1,1,1,0,20250925,20251011,97
0,1,0,1,1,1,1,20250914,20251014,706
0,1,1,0,0,0,0,20250914,20250924,561
0,1,1,0,0,0,0,20250915,20250924,345
0,1,1,0,0,0,0,20250916,20250917,1011
0,1,1,0,0,0,0,20250916,20250917,442
0,1,1,0,0,0,0,20250923,20250924,348
0,1,1,0,0,0,0,20250923,20250924,782
0,1,1,0,0,0,0,20250930,20251001,1113
0,1,1,0,0,0,0,20251007,20251008,297
0,1,1,0,0,0,0,20251008,20251014,688
0,1,1,0,0,0,1,20250914,20250921,123
0,1,1,0,0,0,1,20250916,20251014,992
0,1,1,0,0,0,1,20250917,20250923,925
0,1,1,0,0,1,0,20250920,20250924,681
0,1,1,0,0,1,1,20250927,20251001,249
0,1,1,0,1,0,0,20250915,20250923,1117
0,1,1,0,1,0,0,20250916,20250919,1094
0,1,1,0,1,1,1,20250914,20250923,608
0,1,1,1,0,0,0,20250916,20250918,1028
0,1,1,1,0,0,0,20250916,20250918,406
0,1,1,1,0,0,0,20250916,20250918,865
0,1,1,1,0,0,0,20250916,20250923,705
0,1,1,1,0,0,0,20250923,20250925,619
0,1,1,1,0,0,0,20250923,20250925,974
0,1,1,1,0,0,0,20250923,20250930,144
0,1,1,1,0,0,0,20250924,20251002,1008
0,1,1,1,0,0,0,20250929,20251009,68
0,1,1,1,0,0,0,20250930,20251002,479
0,1,1,1,0,0,0,20250930,20251002,480
0,1,1,1,0,0,0,20250930,20251002,527
0,1,1,1,0,0,0,20250930,20251002,57
0,1,1,1,0,0,0,20251002,20251008,678
0,1,1,1,0,0,0,20251007,20251009,745
0,1,1,1,0,0,0,20251007,20251014,1087
0,1,1,1,0,0,1,20250914,20251014,536
0,1,1,1,0,0,1,20250916,20250921,824
0,1,1,1,0,0,1,20250916,20251014,118
0,1,1,1,0,0,1,20250924,20251014,114
0,1,1,1,0,0,1,20251005,20251009,172
0,1,1,1,0,1,0,20250916,20250923,375
0,1,1,1,0,1,0,20250916,20250927,587
0,1,1,1,0,1,0,20251007,20251011,729
0,1,1,1,0,1,1,20250914,20250923,796
0,1,1,1,0,1,1,20250914,20251014,395
0,1,1,1,1,0,0,20250915,20250923,894
0,1,1,1,1,0,0,20250916,20250919,734
0,1,1,1,1,0,0,20250916,20250923,301
0,1,1,1,1,0,0,20250916,20250930,841
0,1,1,1,1,0,0,20250916,20251002,71
0,1,1,1,1,0,0,20250916,20251014,577
0,1,1,1,1,0,0,20250916,20251014,719
0,1,1,1,1,0,0,20250917,20250923,275
0,1,1,1,1,0,0,20250917,20250925,247
0,1,1,1,1,0,0,20250923,20250926,828
0,1,1,1,1,0,0,20250923,20251010,439
0,1,1,1,1,0,0,20250924,20251014,990
0,1,1,1,1,0,0,20251001,20251003,337
0,1,1,1,1,0,0,20251001,20251003,995
0,1,1,1,1,0,0,20251006,20251014,394
0,1,1,1,1,0,0,20251007,20251010,256
0,1,1,1,1,0,1,20250914,20250923,1090
0,1,1,1,1,0,1,20250914,20250923,436
0,1,1,1,1,0,1,20250924,20251005,49
0,1,1,1,1,0,1,20250928,20251003,218
0,1,1,1,1,0,1,20250928,20251003,371
0,1,1,1,1,1,0,20250916,20250920,651
0,1,1,1,1,1,0,20250916,20251002,826
0,1,1,1,1,1,0,20251007,20251011,268
0,1,1,1,1,1,0,20251007,20251014,751
0,1,1,1,1,1,1,20250914,20250921,494
0,1,1,1,1,1,1,20250914,20250923,121
0,1,1,1,1,1,1,20250914,20250923,387
0,1,1,1,1,1,1,20250915,20251005,838
0,1,1,1,1,1,1,20250918,20250926,486
0,1,1,1,1,1,1,20250924,20251014,464
0,1,1,1,1,1,1,20250927,20251014,158
0,1,1,1,1,1,1,20250930,20251005,575
0,1,1,1,1,1,1,20251007,20251012,364
1,0,0,0,0,0,0,20250915,20250922,404
1,0,0,0,0,0,0,20250915,20250923,783
1,0,0,0,0,0,0,20250915,20250924,779
1,0,0,0,0,0,0,20250915,20250929,671
1,0,0,0,0,0,0,20250915,20251013,1077
1,0,0,0,0,0,0,20250915,20251013,354
1,0,0,0,0,0,0,20250915,20251013,903
1,0,0,0,0,0,0,20250920,20251003,1076
1,0,0,0,0,0,0,20250929,20251006,768
1,0,0,0,0,0,0,20250929,20251008,1051
1,0,0,0,0,0,0,20250929,20251013,139
1,0,0,0,0,0,0,20251006,20251013,55
1,0,0,0,0,0,0,20251006,20251013,590
1,0,0,0,0,0,0,20251006,20251014,726
1,0,0,0,0,0,1,20250914,20250915,1073
1,0,0,0,0,0,1,20250914,20250915,119
1,0,0,0,0,0,1,20250914,20250915,613
1,0,0,0,0,0,1,20250914,20250915,969
1,0,0,0,0,0,1,20250914,20251013,568
1,0,0,0,0,0,1,20250915,20250921,461
1,0,0,0,0,0,1,20250915,20251010,1078
1,0,0,0,0,0,1,20250921,20250922,1033
1,0,0,0,0,0,1,20250928,20250929,746
1,0,0,0,0,0,1,20251012,20251013,510
1,0,0,0,0,1,0,20250920,20250922,597
1,0,0,0,0,1,0,20250927,20250928,45
1,0,0,0,0,1,0,20250927,20250929,646
1,0,0,0,0,1,1,20250915,20250921,873
1,0,0,0,0,1,1,20250920,20250922,327
1,0,0,0,0,1,1,20251004,20251006,785
1,0,0,0,1,0,0,20250915,20250919,1102
1,0,0,0,1,0,0,20250919,20250922,571
1,0,0,0,1,0,0,20250926,20250929,874
1,0,0,0,1,0,0,20251003,20251006,750
1,0,0,0,1,0,0,20251006,20251010,822
1,0,0,0,1,0,0,20251006,20251013,861
1,0,0,0,1,0,1,20250919,20250922,202
1,0,0,0,1,0,1,20250926,20250929,286
1,0,0,0,1,0,1,20251005,20251013,43
1,0,0,0,1,1,0,20250926,20250929,1023
1,0,0,0,1,1,1,20250926,20251010,169
1,0,0,1,0,0,0,20250915,20250918,752
1,0,0,1,0,0,0,20250925,20251014,146
1,0,0,1,1,0,0,20250915,20250922,858
1,0,0,1,1,0,0,20250922,20250926,1074
1,0,0,1,1,0,0,20250925,20250929,658
1,0,0,1,1,0,1,20250926,20251012,957
1,0,0,1,1,1,1,20250914,20251013,525
1,0,0,1,1,1,1,20250925,20250929,763
1,0,1,0,0,0,0,20250915,20250917,717
1,0,1,0,0,0,0,20250915,20250917,770
1,0,1,0,0,0,0,20250929,20251001,1003
1,0,1,0,0,0,0,20251001,20251013,355
1,0,1,0,0,0,0,20251006,20251008,622
1,0,1,0,0,0,1,20250914,20251001,317
1,0,1,0,0,0,1,20250914,20251001,820
1,0,1,0,0,0,1,20250921,20250924,262
1,0,1,0,0,0,1,20250921,20250924,54
1,0,1,0,1,0,0,20250917,20250930,72
1,0,1,0,1,0,0,20251006,20251013,312
1,0,1,0,1,0,1,20250923,20251014,23
1,0,1,0,1,1,0,20250924,20250929,869
1,0,1,0,1,1,1,20250915,20250922,413
1,0,1,1,0,0,0,20250915,20250922,77
1,0,1,1,0,0,0,20250915,20250925,182
1,0,1,1,0,0,0,20250917,20251014,823
1,0,1,1,0,0,0,20250929,20251002,1030
1,0,1,1,0,0,0,20250929,20251009,693
1,0,1,1,0,0,0,20251001,20251006,291
1,0,1,1,0,0,1,20250914,20250922,609
1,0,1,1,0,0,1,20250915,20250925,679
1,0,1,1,0,1,1,20250924,20250929,1045
1,0,1,1,0,1,1,20251002,20251014,1018
1,0,1,1,1,0,0,20250914,20250926,689
1,0,1,1,1,0,0,20250915,20250926,624
1,0,1,1,1,0,0,20250922,20250926,93
1,0,1,1,1,0,0,20250924,20250929,379
1,0,1,1,1,0,1,20250914,20250926,192
1,0,1,1,1,0,1,20250924,20250929,814
1,0,1,1,1,1,1,20250914,20251013,415
1,0,1,1,1,1,1,20250919,20251014,250
1,0,1,1,1,1,1,20250924,20250929,277
1,1,0,0,0,0,0,20250915,20250916,647
1,1,0,0,0,0,0,20250915,20250916,950
1,1,0,0,0,0,0,20250915,20250923,1084
1,1,0,0,0,0,0,20250915,20250924,438
1,1,0,0,0,0,0,20250916,20250923,975
1,1,0,0,0,0,0,20250922,20250923,1041
1,1,0,0,0,0,0,20250922,20250923,937
1,1,0,0,0,0,0,20250929,20250930,769
1,1,0,0,0,0,0,20250930,20251014,1118
1,1,0,0,0,0,0,20251006,20251007,454
1,1,0,0,0,0,0,20251006,20251013,230
1,1,0,0,0,0,0,20251006,20251014,58
1,1,0,0,0,0,0,20251013,20251014,183
1,1,0,0,0,0,0,20251013,20251014,702
1,1,0,0,0,0,1,20250914,20250916,296
1,1,0,0,0,0,1,20250914,20250916,46
1,1,0,0,0,0,1,20250915,20251014,614
1,1,0,0,0,0,1,20250918,20250928,152
1,1,0,0,0,0,1,20250921,20250923,385
1,1,0,0,0,0,1,20250921,20250930,882
1,1,0,0,0,0,1,20250928,20250930,661
1,1,0,0,0,0,1,20251006,20251014,637
1,1,0,0,0,0,1,20251012,20251014,1122
1,1,0,0,0,0,1,20251012,20251014,546
1,1,0,0,0,0,1,20251012,20251014,748
1,1,0,0,0,1,0,20251004,20251005,273
1,1,0,0,0,1,0,20251007,20251014,610
1,1,0,0,0,1,0,20251011,20251014,235
1,1,0,0,0,1,1,20250920,20250923,369
1,1,0,0,0,1,1,20251011,20251014,682
1,1,0,0,1,0,0,20250925,20251003,108
1,1,0,0,1,0,0,20250925,20251005,617
1,1,0,0,1,0,0,20250926,20250930,287
1,1,0,0,1,0,0,20250929,20251003,876
1,1,0,0,1,0,0,20251010,20251013,866
1,1,0,0,1,0,0,20251010,20251014,443
1,1,0,0,1,0,1,20250919,20250923,730
1,1,0,0,1,0,1,20250926,20250930,850
1,1,0,0,1,0,1,20251010,20251014,612
1,1,0,0,1,1,0,20251003,20251005,128
1,1,0,0,1,1,1,20250919,20250923,388
1,1,0,0,1,1,1,20251010,20251014,478
1,1,0,1,0,0,0,20250915,20251014,537
1,1,0,1,0,0,0,20250925,20250930,652
1,1,0,1,0,0,0,20250930,20251014,1082
1,1,0,1,0,0,0,20251002,20251014,39
1,1,0,1,0,0,0,20251009,20251014,533
1,1,0,1,0,0,1,20250914,20251014,19
1,1,0,1,0,0,1,20251001,20251014,197
1,1,0,1,0,1,1,20250914,20250921,344
1,1,0,1,0,1,1,20251003,20251012,1075
1,1,0,1,1,0,0,20250915,20250923,803
1,1,0,1,1,0,0,20250922,20251014,904
1,1,0,1,1,0,0,20250925,20250930,697
1,1,0,1,1,0,0,20250929,20251014,1109
1,1,0,1,1,0,0,20250929,20251014,758
1,1,0,1,1,0,0,20251006,20251010,320
1,1,0,1,1,0,0,20251009,20251014,724
1,1,0,1,1,0,1,20250914,20251013,921
1,1,0,1,1,0,1,20251009,20251014,1
1,1,0,1,1,1,0,20250925,20250930,1071
1,1,0,1,1,1,0,20251009,20251014,691
1,1,0,1,1,1,1,20250914,20250923,232
1,1,0,1,1,1,1,20250914,20250926,270
1,1,0,1,1,1,1,20250914,20251011,32
1,1,0,1,1,1,1,20250926,20251014,79
1,1,0,1,1,1,1,20251006,20251012,3
1,1,0,1,1,1,1,20251009,20251014,390
1,1,1,0,0,0,0,20250914,20251014,720
1,1,1,0,0,0,0,20250915,20250917,244
1,1,1,0,0,0,0,20250915,20250917,315
1,1,1,0,0,0,0,20250915,20250917,915
1,1,1,0,0,0,0,20250915,20250923,979
1,1,1,0,0,0,0,20250915,20250924,433
1,1,1,0,0,0,0,20250915,20251014,789
1,1,1,0,0,0,0,20250916,20251014,137
1,1,1,0,0,0,0,20250916,20251014,405
1,1,1,0,0,0,0,20250916,20251014,549
1,1,1,0,0,0,0,20250921,20250930,334
1,1,1,0,0,0,0,20250922,20250924,160
1,1,1,0,0,0,0,20250922,20250924,603
1,1,1,0,0,0,0,20250924,20251014,217
1,1,1,0,0,0,0,20250929,20251001,932
1,1,1,0,0,0,0,20250929,20251014,465
1,1,1,0,0,0,0,20250930,20251014,289
1,1,1,0,0,0,0,20251001,20251009,165
1,1,1,0,0,0,0,20251006,20251008,980
1,1,1,0,0,0,0,20251006,20251014,1015
1,1,1,0,0,0,1,20250914,20250917,714
1,1,1,0,0,0,1,20250914,20250917,821
1,1,1,0,0,0,1,20250914,20250924,766
1,1,1,0,0,0,1,20250915,20250930,749
1,1,1,0,0,0,1,20250917,20250928,880
1,1,1,0,0,0,1,20250921,20250924,126
1,1,1,0,0,0,1,20250924,20251014,1048
1,1,1,0,0,0,1,20250929,20251012,562
1,1,1,0,0,0,1,20250929,20251012,739
1,1,1,0,0,1,0,20250915,20251009,787
1,1,1,0,0,1,0,20251006,20251014,926
1,1,1,0,0,1,1,20250915,20250923,910
1,1,1,0,0,1,1,20250926,20251005,111
1,1,1,0,0,1,1,20250927,20251004,1088
1,1,1,0,0,1,1,20251004,20251008,566
1,1,1,0,0,1,1,20251006,20251013,578
1,1,1,0,0,1,1,20251011,20251012,754
1,1,1,0,1,0,0,20250915,20250919,881
1,1,1,0,1,0,0,20250915,20250919,890
1,1,1,0,1,0,0,20250915,20250919,954
1,1,1,0,1,0,0,20250915,20250923,1103
1,1,1,0,1,0,0,20250915,20251003,642
1,1,1,0,1,0,0,20250916,20250925,988
1,1,1,0,1,0,0,20250922,20251014,69
1,1,1,0,1,0,0,20250924,20251014,476
1,1,1,0,1,0,1,20250914,20250928,996
1,1,1,0,1,1,0,20250915,20251014,888
1,1,1,0,1,1,0,20250918,20251013,328
1,1,1,0,1,1,0,20250927,20251004,148
1,1,1,0,1,1,0,20251006,20251013,772
1,1,1,0,1,1,1,20250914,20250923,140
1,1,1,0,1,1,1,20250915,20250923,340
1,1,1,0,1,1,1,20250924,20251014,61
1,1,1,0,1,1,1,20251006,20251012,477
1,1,1,0,1,1,1,20251006,20251013,73
1,1,1,1,0,0,0,20250915,20250918,252
1,1,1,1,0,0,0,20250915,20250922,446
1,1,1,1,0,0,0,20250915,20250923,374
1,1,1,1,0,0,0,20250915,20250924,285
1,1,1,1,0,0,0,20250915,20250925,365
1,1,1,1,0,0,0,20250915,20250925,391
1,1,1,1,0,0,0,20250915,20250930,1009
1,1,1,1,0,0,0,20250915,20250930,781
1,1,1,1,0,0,0,20250915,20251002,1012
1,1,1,1,0,0,0,20250915,20251002,322
1,1,1,1,0,0,0,20250915,20251002,842
1,1,1,1,0,0,0,20250915,20251010,1083
1,1,1,1,0,0,0,20250915,20251014,104
1,1,1,1,0,0,0,20250915,20251014,105
1,1,1,1,0,0,0,20250915,20251014,238
1,1,1,1,0,0,0,20250915,20251014,288
1,1,1,1,0,0,0,20250915,20251014,428
1,1,1,1,0,0,0,20250915,20251014,448
